Tweet,Keywords,Date,User,Source,Tweet_Id,Tweet_URL
Another episode of netflix,Netflix,2020-07-05 14:06:04,nelsienlaruda,Twitter for iPhone,1279778575428784130,https://twitter.com/statuses/1279778575428784130
Netflix for me is K-dramas and Reality shows.   💕💕💕💕,Netflix,2020-07-05 14:06:04,TinpaTining,Twitter for Android,1279778576259100672,https://twitter.com/statuses/1279778576259100672
When you subscribe to Netflix to watch trending webseries and movies https://t.co/OVjh1slNko,Netflix,2020-07-05 14:06:07,TrollHaiklu,Twitter for Android,1279778589446074368,https://twitter.com/statuses/1279778589446074368
@bingegurl it just came out on netflix. they’re on their first season :),Netflix,2020-07-05 14:06:09,lgbtsagelyn,Twitter for iPhone,1279778599646621705,https://twitter.com/statuses/1279778599646621705
WIN a $50 Netflix Gift Card https://t.co/glVV5B6O2U,Netflix,2020-07-05 14:06:11,ShaneHalliday,Twitter Web App,1279778604801495047,https://twitter.com/statuses/1279778604801495047
@lanaashkar Video games and netflix 🤙🏻🤙🏻,Netflix,2020-07-05 14:06:16,HISHAM_777,Twitter for Android,1279778628570619904,https://twitter.com/statuses/1279778628570619904
@liberal_slayerr Now at last we will know something about their religion too or else Netflix will keep proving that Hinduism is regressive.,Netflix,2020-07-05 14:06:16,the_kaur_tweets,Twitter for iPhone,1279778628872503303,https://twitter.com/statuses/1279778628872503303
"@BOMIINCHOI I watched a movie on netflix thats called ""ghost twon"" only the tittle is scary, but its actually a romance movie! You should try and watch it for a heart warming type of movie -ehe-",Netflix,2020-07-05 14:06:17,Hwangspride,Twitter for Android,1279778631191953416,https://twitter.com/statuses/1279778631191953416
Colin Kaepernick's teenage years the focus of new six-part Netflix documentary https://t.co/bWvq8NGXcH via @mercnews,Netflix,2020-07-05 14:06:17,FormerE5,Twitter for iPhone,1279778632970334208,https://twitter.com/statuses/1279778632970334208
"Changed my Netflix password
Got 24 calls
53 messgaes😁😂",Netflix,2020-07-05 14:06:19,AimanbhAtt,Twitter for Android,1279778640448741377,https://twitter.com/statuses/1279778640448741377
Nw UNSOLVED MYSTERIES @netflix,Netflix,2020-07-05 14:06:19,Champppppp6,Twitter for iPhone,1279778641614737408,https://twitter.com/statuses/1279778641614737408
"Can we talk about what a JOY and DELIGHT The Floor is Lava is??? 

It is a perfectly toasted marshmallow in the form of a Netflix show. Simple. Campy. Perfect.",Netflix,2020-07-05 14:06:20,mwestramke,Twitter Web App,1279778644118966274,https://twitter.com/statuses/1279778644118966274
Mega Powers level crossover right here. Spend a bit if your Sunday finding out what is going on over @netflix,Netflix,2020-07-05 14:06:21,pintocomics,Twitter for Android,1279778648862732288,https://twitter.com/statuses/1279778648862732288
"Netflix Method
1) IP   NETHERLANDS 🇳🇱 
2) Keep closing & opening until ""30 day trial"" shows
3) USE REAL EMAIL OR TEMP-MAIL (might need to reset password after creating)
4) USE this link   https://t.co/iUC44zqqpv
5) Click ""finish signup"" DONE ✅ 
SCREENSHOTS 👇🏻🔂🔂 https://t.co/0IFIggQKWs",Netflix,2020-07-05 14:06:23,uchiha_new,Twitter for iPhone,1279778656043311104,https://twitter.com/statuses/1279778656043311104
Parece o Lucifer da Netflix https://t.co/zwbf4jfvTW,Netflix,2020-07-05 14:06:24,BTWisart,Twitter for iPhone,1279778659784691713,https://twitter.com/statuses/1279778659784691713
Recommend sum on Netflix pls nothing basic,Netflix,2020-07-05 14:06:26,OTBLINE,Twitter for iPhone,1279778669410562048,https://twitter.com/statuses/1279778669410562048
why is Cheaper by the Dozen not on netflix?!?!?!?!😒,Netflix,2020-07-05 14:06:29,beyutreez,Twitter for iPhone,1279778682656010240,https://twitter.com/statuses/1279778682656010240
What’s Coming to Netflix This Week: July 6th to July 12th #Netflix #NetflixandChill https://t.co/Eaos5gTeq3,"#Netflix, Netflix",2020-07-05 14:06:30,Netflix_Updates,IFTTT,1279778687504785411,https://twitter.com/statuses/1279778687504785411
Netflix’s The Old Guard with Charlize Theron tops this week’s TV must-sees https://t.co/qpLVUwUdiL,Netflix,2020-07-05 14:06:34,Canoe,Echobox,1279778701408972805,https://twitter.com/statuses/1279778701408972805
"Unfabulous may honestly be when knew I was gay because of this man. I had a crush honey. And the show on the right is @blacklightning on the CW & Netflix, go stream and enjoy!",Netflix,2020-07-05 14:06:34,ODtheMC,Twitter for iPhone,1279778701446537224,https://twitter.com/statuses/1279778701446537224
Smoke a blunt and have enough munchies 😭😍,,2020-07-05 14:06:34,JrChimorah,Twitter for Android,1279778703866724352,https://twitter.com/statuses/1279778703866724352
@sarahtoninn7 Splice on Netflix,Netflix,2020-07-05 14:06:35,lexwilliams22,Twitter for iPhone,1279778707821993987,https://twitter.com/statuses/1279778707821993987
Not going to watch this but Jesus I will always love Nia Long,,2020-07-05 14:06:36,andrebelenkz,Twitter for iPhone,1279778711831818240,https://twitter.com/statuses/1279778711831818240
@cinefess I have the list💖 https://t.co/GsXOVZpuYM,,2020-07-05 14:06:39,fiinneessaa,Twitter for iPhone,1279778722954874883,https://twitter.com/statuses/1279778722954874883
"When your friend took your Netflix credentials and you see ""Panipat"" in recently watched movies.",Netflix,2020-07-05 14:06:39,Chaotic_mind999,Twitter for Android,1279778724745900032,https://twitter.com/statuses/1279778724745900032
@domwilson it was SO good!!,,2020-07-05 14:06:39,iMDRW,Twitter for iPhone,1279778725446537216,https://twitter.com/statuses/1279778725446537216
"NEPA made you default? Lol.

I used to loosen the entire VCR machine and remove the tape myself.",,2020-07-05 14:06:41,Intel360,Twitter for iPhone,1279778732836782080,https://twitter.com/statuses/1279778732836782080
"@Literature_Lady If you ask me, there are way too many watchable shows just btw. Netflix and Amazon.

My life will be so much better once I run out.

Check out Counterpart.  I have no idea why no one is talking about this show.

#Counterpart https://t.co/9FmoX3F9Ms",Netflix,2020-07-05 14:06:46,lutzkalutzka,Twitter Web App,1279778751300038656,https://twitter.com/statuses/1279778751300038656
I used to.... 🥴 ASK for flowers to be sent to me. Ask for a breakfast date. Ask for us to do something other than sit around watching Netflix 😩 How pathetic is that 😭😭 like the bar was 6ft under.,Netflix,2020-07-05 14:06:46,Briezy__,Twitter for iPhone,1279778753636376577,https://twitter.com/statuses/1279778753636376577
"Amazing to see type 1 diabetes  being talked about in the @netflix #babysittersclub . I remember reading this when I was young.
https://t.co/UKrHZRAhEY good video to watch voiceover my daughter Raqiyah",Netflix,2020-07-05 14:06:52,natgoodstuff,Twitter for Android,1279778779406237699,https://twitter.com/statuses/1279778779406237699
"Watching Filipino Netflix movies. Lola Igna had all the elements of a good story, but creators couldn't focus on a story.  There's an odd plot choice at the end that I felt was pointless.
Beautiful scenery though, like an Amorsolo painting come to life.

https://t.co/2zA44aJqJi",Netflix,2020-07-05 14:07:00,RyanSumo,Twitter Web App,1279778811639455747,https://twitter.com/statuses/1279778811639455747
"@aAi_zk Aai, watch the Winona Ryder one also. It is good. Can't wait for the Saoirse Ronan one on Netflix Malaysia . I believe it will be available this week.",Netflix,2020-07-05 14:07:00,nasuhamshbr,Twitter for Android,1279778812893335556,https://twitter.com/statuses/1279778812893335556
"NETFLIX AND SPOTIFY FOR SALE

• 3 months and 20 days premium
- 180 php only! 
- gc method
- no hold, no wipe out
- legally paid
- 1 profile, 1 device

💌 dm me to avail
🏷selling murang netflix spotify premium cheap account for sale paid app https://t.co/CJ0j2xaWjy",Netflix,2020-07-05 14:07:02,eunflix,Twitter for iPhone,1279778819830734852,https://twitter.com/statuses/1279778819830734852
"️NETFLIX PREMIUM ACCOUNT

1 month solo 239
1 month shared 79

3 months solo 689
3 months shared 219

•ULTRA HD
•4-5 DEVICES
•NO HOLD
•NO RULES BEFORE LOG IN
•WITH WARRANTY
•NOT FROM BLACK MARKET

MOP: LOAD/GCASH/7/11

tags: netflix and spotify premium account no hold z",Netflix,2020-07-05 14:07:03,_speranss,Twitter for iPhone,1279778822699642880,https://twitter.com/statuses/1279778822699642880
Hopefully he doing it without Juice.,,2020-07-05 14:07:08,MrMoonshine1974,Twitter Web App,1279778843671191554,https://twitter.com/statuses/1279778843671191554
@jimmy_hofa exactly.. Netflix kholo toh sab anti hindu content but we can't react as its freedom of expression,Netflix,2020-07-05 14:07:08,liberal_slayerr,Twitter for Android,1279778845776740354,https://twitter.com/statuses/1279778845776740354
Tener Spotify para terminar usando YouTube is my passion,,2020-07-05 14:07:08,leoslopez_,Twitter for Android,1279778847148445697,https://twitter.com/statuses/1279778847148445697
"netflix premium

1 month (solo) | ₱200
-less hold
-full warranty
-yes to all devices

⚚watch your favorite movies/tv series with netflix premium⚚

hmu—dm to avail ☹ https://t.co/SyWS2lRvPl",Netflix,2020-07-05 14:07:09,kelkelprems,Twitter for Android,1279778850709225472,https://twitter.com/statuses/1279778850709225472
Just watched #Desperados on @netflix and haven’t laughed that hard in a hot minute,Netflix,2020-07-05 14:07:10,mrs_beaumontede,Twitter for iPhone,1279778854081646597,https://twitter.com/statuses/1279778854081646597
@netflix really annoying!!!! The sound on Netflix uk keeps going quiet and loud! We thought it was our tv. But got a new tv and it’s still happening - sort it out #Netflix ☹️,"#Netflix, Netflix",2020-07-05 14:07:11,1982Wilcox,Twitter for iPhone,1279778858376577029,https://twitter.com/statuses/1279778858376577029
"Just watch #Penalty on Netflix. While I would appreciate more conversations between Manipuris in Manipuri itself, I can't help but applaud the message this movie is highlighting - the baggage one carries being an outsider in mainland India, the power of friendship,",Netflix,2020-07-05 14:07:12,____kimmmm____,Twitter for Android,1279778860339302400,https://twitter.com/statuses/1279778860339302400
@bonjourkdrama 😭 It’s not on Netflix Canada yet... still have two hours to go before the episode of this Sunday get out ! 😭😭,Netflix,2020-07-05 14:07:14,jaubinr,Twitter for iPad,1279778868530905095,https://twitter.com/statuses/1279778868530905095
"Spotify account for sale!

3 months - 119php
3 months renew - 149php

8 months - 229php
8 months renew - 250php

tags: netflix premium account only ph tutorial premium accs for 79 pesos only dm for more info paid account no hold z",Netflix,2020-07-05 14:07:14,_speranss,Twitter for iPhone,1279778869847834624,https://twitter.com/statuses/1279778869847834624
"@FairlyOddMother I get notifications from Netflix like ""don't forget to finish watching Schitt's Creek!"" You mean for the fifth time or the sixth?",Netflix,2020-07-05 14:07:15,lizinprogress,Twitter for Android,1279778875262799872,https://twitter.com/statuses/1279778875262799872
Has anyone tuned into the #JefferyEpstein on Netflix ?,Netflix,2020-07-05 14:07:16,_BeautifulGurl,Twitter for iPhone,1279778877867528192,https://twitter.com/statuses/1279778877867528192
"Second verse, same as the first.

The next Netflix Formula 1: Drive to Survive episode featuring Haas is going to be great. #F1 #AustrianGP https://t.co/Y8WJdXGG1V",Netflix,2020-07-05 14:07:18,aldentanaka,Twitter for iPhone,1279778888105603074,https://twitter.com/statuses/1279778888105603074
Does anyone have a Netflix account I can share and chip in $ for? 🙏,Netflix,2020-07-05 14:07:20,mukuburd,Twitter for iPhone,1279778897408778245,https://twitter.com/statuses/1279778897408778245
Netflix na naman,Netflix,2020-07-05 14:07:21,Carljosephreye3,Twitter Web App,1279778901078638593,https://twitter.com/statuses/1279778901078638593
"I LOVE THIS 😂❤️ GIVE HIM A SHOW, @netflix",Netflix,2020-07-05 14:07:21,RestiveMllenial,Twitter for Android,1279778901783437312,https://twitter.com/statuses/1279778901783437312
Sam Mendes calls on Netflix and Amazon to share 'Covid-19 windfall' with theatre https://t.co/2MZsoAWDVa,Netflix,2020-07-05 14:07:23,Rhian_Ivory,Twitter Web App,1279778907588300805,https://twitter.com/statuses/1279778907588300805
"PROMO💙

FOR ONLY 180 PESOS💞

MOP: GCASH

❗❗SUPER LESS HOLD❗❗

selling legit & cheap netflix 

   ✓ solo, 4 devices
   ✓ premium, ultra hd
   ✓ good for 1 month
   ✓ FULL WARRANTY
       
Spotify Accounts

   ✓ 3 months
   ✓ 8months & 1 year
   ✓  Family Plan https://t.co/Z9g33U2FXM",Netflix,2020-07-05 14:07:24,cheap_premiums2,Twitter for Android,1279778911258210305,https://twitter.com/statuses/1279778911258210305
having the perfect date but ruining it by refusing to watch anything on netflix but jason bateman comedy-dramas until she’s forced to leave 😎,Netflix,2020-07-05 14:07:26,RudeManWhoShush,Twitter for iPhone,1279778918841679872,https://twitter.com/statuses/1279778918841679872
@NetflixIndia Netflix ka subscription- ITNA MEHENGA !!!!!🤣🤣🤣🤣🤣🤣,Netflix,2020-07-05 14:07:26,ShreshthaKochg1,Twitter for iPhone,1279778919055364098,https://twitter.com/statuses/1279778919055364098
Documental de Ana Frank en Netflix,Netflix,2020-07-05 14:07:27,lalescax,Twitter for Android,1279778925422485504,https://twitter.com/statuses/1279778925422485504
when he connected your netflix acct on their smart TV (with permission) so you can't change his profile name when u get mad at him cos his whole family would see jdieksknwjsw,Netflix,2020-07-05 14:07:31,mitchiekurr,Twitter for iPhone,1279778943155884032,https://twitter.com/statuses/1279778943155884032
@ihaveswag32 wait i thought you had netflix lol,Netflix,2020-07-05 14:07:32,TaartFart,Twitter Web App,1279778945269932032,https://twitter.com/statuses/1279778945269932032
I hope Netflix is filming o,Netflix,2020-07-05 14:07:34,Iretidee99,Twitter for iPhone,1279778955516657667,https://twitter.com/statuses/1279778955516657667
"tags: legit netflix premium, legit netflix seller, legit 1 month netflix, cheap netflix, full warranty netflix, not scam, murang netflix, legit supplier, legit seller, netflix shared account, netflix solo account, no hold netflix, no wipeout netflix",Netflix,2020-07-05 14:07:34,cheap_premiums2,Twitter for Android,1279778955713626112,https://twitter.com/statuses/1279778955713626112
"No. 30 || Netflix solo account 🍒
THANK YOU FOR YOUR TRUSTING ❤ https://t.co/Q9hdCBqnaV",Netflix,2020-07-05 14:07:40,AVAILpremium_,Twitter for Android,1279778978799054848,https://twitter.com/statuses/1279778978799054848
Non teacher related tweet but how good is the Eurovision film on Netflix #sundaychills 👌🏻😌,Netflix,2020-07-05 14:07:41,RPTeachSport,Twitter for iPhone,1279778981852647425,https://twitter.com/statuses/1279778981852647425
"•Netflix Premium

🏷SHARED
1 month
— 100
🏷SOLO
1 month
— 250

✔️Full warranty
✔️Ultra HD
✔️Unli download
✔️No holds",Netflix,2020-07-05 14:07:45,_premiumaccs_,Twitter for iPhone,1279778998940098560,https://twitter.com/statuses/1279778998940098560
@francisdenieell netflix,Netflix,2020-07-05 14:07:46,ggkatrine08,Twitter for Android,1279779006129160193,https://twitter.com/statuses/1279779006129160193
